id	state	date
sample30808	WI	2020-09-16
sample32081	WV	2020-04-17
sample32082	WV	2020-03-17
sample32143	WY	2020-06-05
sample32098	WY	2020-03-24
sample32150	WY	2020-06-22
sample32130	WY	2020-04-16
sample32145	WY	2020-06-08
sample32110	WY	2020-03-27
sample32131	WY	2020-04-20
sample32133	WY	2020-04-24
sample32134	WY	2020-04-24
sample32128	WY	2020-04-09
sample32138	WY	2020-05-01
sample32120	WY	2020-04-01
sample32132	WY	2020-04-22
sample32140	WY	2020-03-20
sample32105	WY	2020-03-26
sample32092	WY	2020-03-19
sample32101	WY	2020-03-24
sample32112	WY	2020-03-30
sample32090	WY	2020-03-16
sample32099	WY	2020-03-25
sample32113	WY	2020-03-30
sample32089	WY	2020-03-14
sample32154	WY	2020-07-06
sample32129	WY	2020-04-13
sample32085	WY	2020-03-15
sample32137	WY	2020-05-02
sample32106	WY	2020-03-25
sample32103	WY	2020-03-25
sample32151	WY	2020-07-01
sample32119	WY	2020-03-31
sample32091	WY	2020-03-18
sample32108	WY	2020-03-27
sample32096	WY	2020-03-21
sample32146	WY	2020-06-11
sample32115	WY	2020-03-30
sample32109	WY	2020-03-28
sample32095	WY	2020-03-24
sample32093	WY	2020-03-20
sample32126	WY	2020-03-26
sample32127	WY	2020-03-28
sample32148	WY	2020-06-15
sample32121	WY	2020-04-02
sample32144	WY	2020-06-06
sample32104	WY	2020-03-25
sample32084	WY	2020-03-14
sample32087	WY	2020-03-15
sample32094	WY	2020-03-22
sample32142	WY	2020-06-05
sample32123	WY	2020-04-02
sample32153	WY	2020-07-03
sample14785	NY	2020-03-16
